Status;TypeAnlegg;KraftverksNavn;Forventet elsertifikatberettiget produksjon, GWh;ESerfikatProdMWH;SerfikatProdmndMWH;YtelseMW;Idriftsettelsedato;Maalet;ENormaarProd;Overgangsordning;HeleProd;GodkjentDato;Startdato;Sluttdato;Foretaksnavn;Fylke;Kommune;Omraade
Godkjent;Vannkraft;Fossane - Molla;0,69;686;57,2;0,32499998;20.01.2006;Nei;;0,69;ja;28.03.2012;02.04.2012;21.04.2021;FOSSANE MIKROKRAFTVERK AS;Rogaland;Sauda;EL 2
Godkjent;Vannkraft;Kyrkjevollgrova;0,88;882;73,5;0,30000001;15.02.2010;Nei;;0,88;ja;28.03.2012;30.01.2012;16.03.2025;KYRKJEVOLLGROVA SMÅSTØYT DA;Møre og Romsdal;Ørsta;EL 3
Godkjent;Vannkraft;Myrbekk;0,78;784;65,3;0,2;01.08.2005;Nei;;0,78;ja;28.03.2012;23.01.2012;23.08.2020;ARILD VAAGE;Rogaland;Suldal;EL 2
Godkjent;Vannkraft;Vaage;1,55;1548,4;129;0,49;14.05.2007;Nei;;1,55;ja;28.03.2012;23.01.2012;05.06.2022;VAAGE KRAFT AS;Rogaland;Suldal;EL 2
Godkjent;Vannkraft;Vik;5;5000;416,7;1,51999998;02.02.2011;Nei;;5;ja;28.03.2012;30.01.2012;03.03.2026;VIK KRAFT AS;Rogaland;Vindafjord;EL 2
Godkjent;Vannkraft;Døla;6,9;6900;575;2,0999999;01.03.2011;Nei;;6,9;ja;28.03.2012;30.01.2012;30.03.2026;NTE ENERGI AS;Trøndelag;Steinkjer;EL 3
Godkjent;Vannkraft;Løgjen;2,27;2272,4;189,4;0,56999999;05.09.2007;Nei;;2,27;ja;28.03.2012;30.01.2012;04.10.2022;DALANE KRAFT AS;Rogaland;Lund;EL 2
Godkjent;Vannkraft;Kvassteinåga;14,7;14700;1225;4,32999992;25.08.2011;Nei;;14,7;ja;28.03.2012;23.01.2012;16.09.2026;NORSK GRØNNKRAFT AS;Nordland;Vefsn;EL 4
Godkjent;Vannkraft;Ask Kraft;0,78;784;65,3;0,19499999;10.08.2007;Nei;;0,78;ja;28.03.2012;06.02.2012;15.09.2022;ASK Opstvedt;Rogaland;Vindafjord;EL 2
Godkjent;Vannkraft;Svartevatn;2,94;2940;245;0,759;01.03.2008;Nei;;2,94;ja;28.03.2012;06.02.2012;07.04.2023;SKS PRODUKSJON AS;Nordland;Bodø;EL 4
Godkjent;Vannkraft;Unhjemskraft;3,43;3430;285,8;0,89999997;22.10.2004;Nei;;3,43;ja;29.03.2012;09.04.2012;29.01.2020;UNHJEMKRAFT AS;Møre og Romsdal;Rauma;EL 3
Godkjent;Vannkraft;Seteråa;3,2;3200;266,7;1;20.10.2006;Nei;;3,2;ja;29.03.2012;09.04.2012;26.01.2022;SETERÅA KRAFT AS;Trøndelag;Tydal;EL 3
Godkjent;Vannkraft;Bjelland II;2,55;2548;212,3;0,70999997;02.11.2011;Nei;;2,55;ja;30.03.2012;09.04.2012;08.02.2027;BJELLAND & MUSLAND KRAFT AS;Rogaland;Tysvær;EL 2
Godkjent;Vannkraft;Hetland;0,98;980;81,7;0,275;24.09.2008;Nei;;0,98;ja;30.03.2012;09.04.2012;01.01.2024;HETLAND KRAFT AS;Rogaland;Vindafjord;EL 2
Godkjent;Vannkraft;Hjorteland (Hjortelandsåno);1,27;1274;106,2;0,47999998;10.12.2009;Nei;;1,27;ja;13.04.2012;23.04.2012;01.04.2025;HJORTELAND KRAFT AS;Rogaland;Suldal;EL 2
Godkjent;Vannkraft;Ålmo;3,92;3920;326,7;0,99;12.10.2006;Nei;;3,92;ja;24.04.2012;07.05.2012;15.02.2022;ÅLMO ENERGI AS;Møre og Romsdal;Aure;EL 3
Godkjent;Vindkraft;Åsen II;4,9;4900;408,3;1,6;05.03.2012;Ja;4,9;;ja;27.04.2012;07.05.2012;07.05.2027;SOLVIND ÅSEN AS;Rogaland;Time;EL 2
Godkjent;Vannkraft;Mulvik;1,37;1372;114,3;0,365;11.05.2010;Nei;;1,37;ja;16.05.2012;28.05.2012;05.10.2025;MULVIK KRAFT AS;Møre og Romsdal;Sunndal;EL 3
Godkjent;Vannkraft;Gursli;0,98;980;81,7;0,215;20.07.2009;Nei;;0,98;ja;14.05.2012;21.05.2012;07.12.2024;GURSLI MINIKRAFTVERK AS;Rogaland;Lund;EL 2
Godkjent;Vannkraft;Berdalselva;13,6;13600;1133,3;4,3499999;07.03.2011;Nei;;13,6;ja;14.05.2012;21.05.2012;25.07.2026;BERDALSKRAFT AS;Møre og Romsdal;Rauma;EL 3
Godkjent;Vannkraft;Ringdal;17,2;17200;1433,3;5,8499999;16.04.2011;Nei;;17,2;ja;23.05.2012;04.06.2012;17.09.2026;RINGDAL KRAFTVERK AS;Møre og Romsdal;Stranda;EL 3
Godkjent;Vannkraft;Ravnåga;5,64;5635;469,6;1,25;26.10.2011;Nei;;5,64;ja;25.05.2012;04.06.2012;29.03.2027;RAVNÅGA KRAFTVERK AS;Nordland;Rana;EL 4
Godkjent;Vannkraft;Oterbekken;0,78;784;65,3;0,30000001;03.06.2005;Nei;;0,78;ja;12.06.2012;25.06.2012;25.11.2020;SOLBU TERJE;Nordland;Rana;EL 4
Godkjent;Vannkraft;Mofjellet;2,55;2548;212,3;0,597;29.08.2011;Nei;;2,55;ja;20.06.2012;02.07.2012;27.02.2027;STATKRAFT ENERGI AS;Nordland;Rana;EL 4
Godkjent;Vannkraft;Kjølvik;0,88;882;73,5;0,34;18.10.2010;Nei;;0,88;ja;22.06.2012;02.07.2012;18.04.2026;JOHANNES KJØLVIK;Rogaland;Suldal;EL 2
Godkjent;Vannkraft;Nibbedalen;4,9;4900;408,3;1,70000004;04.04.2011;Nei;;4,9;ja;22.06.2012;02.07.2012;03.10.2026;TRYGGESTAD KRAFT AS;Møre og Romsdal;Stranda;EL 3
Godkjent;Vannkraft;Langedalen;21,1;21100;1758,3;5;03.05.2011;Nei;;21,1;ja;22.06.2012;02.07.2012;01.11.2026;TRYGGESTAD KRAFT AS;Møre og Romsdal;Stranda;EL 3
Godkjent;Vannkraft;Hommafossen;3;3000;250;0,99;26.11.2009;Nei;;3;ja;29.06.2012;09.07.2012;03.06.2025;HESKESTAD KRAFT AS;Rogaland;Lund;EL 2
Godkjent;Vannkraft;Vasstøl;24;24000;2000;4,8499999;20.06.2012;Ja;24;;ja;03.09.2012;17.09.2012;17.09.2027;Norsk Hydro ASA;Rogaland;Suldal;EL 2
Godkjent;Vannkraft;Holmem;2,65;2646;220,5;0,64999997;21.02.2009;Nei;;2,65;ja;12.09.2012;24.09.2012;14.11.2024;HOLMEM KRAFT AS;Møre og Romsdal;Rauma;EL 3
Godkjent;Vannkraft;Dalselva;1,18;1176;98;0,30000001;19.03.2010;Nei;;1,18;ja;13.09.2012;24.09.2012;10.12.2025;DALBYGDA KRAFTSENTER AS;Rogaland;Tysvær;EL 2
Godkjent;Vannkraft;Økstra;2,35;2352;196;0,57999998;19.09.2009;Nei;;2,35;ja;14.09.2012;24.09.2012;12.06.2025;ØKSTRA KRAFT AS;Rogaland;Suldal;EL 2
Godkjent;Vannkraft;Storli;2,55;2548;212,3;0,62;28.01.2009;Nei;;2,55;ja;17.09.2012;01.10.2012;28.10.2024;Aktieselskabet Saudefaldene;Rogaland;Sauda;EL 2
Godkjent;Vannkraft;Ørtvatn;11;11000;916,7;4,26999998;15.06.2012;Ja;11;;ja;24.09.2012;08.10.2012;08.10.2027;ØRTVATN KRAFTVERK AS;Nordland;Rana;EL 4
Godkjent;Vannkraft;Unkervatn;0,69;686;57,2;0,20999999;19.06.2008;Nei;;0,69;ja;27.09.2012;08.10.2012;26.03.2024;MILJØKRAFT HATTFJELLDAL AS;Nordland;Hattfjelldal;EL 4
Godkjent;Vannkraft;Standal;17,1;17100;1425;5,48999977;16.05.2012;Ja;17,1;;ja;28.09.2012;08.10.2012;08.10.2027;TUSSA ENERGI AS;Møre og Romsdal;Ørsta;EL 3
Godkjent;Vannkraft;Nedre Neset;7,8;7800;650;2,55999994;08.05.2012;Ja;7,8;;ja;01.10.2012;15.10.2012;15.10.2027;NESET KRAFT AS;Rogaland;Lund;EL 2
Godkjent;Vannkraft;Blikraåna;0,83;833;69,4;0,25;27.09.2006;Nei;;0,83;ja;02.10.2012;15.10.2012;11.07.2022;BLIKRAÅNA KRAFTVERK AS;Rogaland;Vindafjord;EL 2
Godkjent;Vannkraft;Gåsvasselva;4,02;4018;334,8;0,89999997;01.03.2007;Nei;;4,02;ja;02.10.2012;15.10.2012;13.12.2022;LIFJELLKRAFT AS;Nordland;Hemnes;EL 4
Godkjent;Vannkraft;Dversetelva;9,5;9500;791,7;3,68000006;07.06.2011;Nei;;9,5;ja;04.10.2012;15.10.2012;21.03.2027;DRAGEFOSSEN KRAFTANLEGG AS;Nordland;Saltdal;EL 4
Godkjent;Vannkraft;Skarelva;12;12000;1000;5;14.09.2012;Ja;12;;ja;10.10.2012;22.10.2012;22.10.2027;SMÅKRAFT AS;Nordland;Narvik;EL 4
Godkjent;Vannkraft;Svartvasselva;4,12;4116;343;0,898;15.05.2006;Nei;;4,12;ja;11.10.2012;22.10.2012;05.03.2022;UNIKRAFT AS;Nordland;Grane;EL 4
Godkjent;Vannkraft;Dalegjerdet;6;6000;500;2,29999995;21.06.2012;Ja;6;;ja;17.10.2012;29.10.2012;29.10.2027;TUSSA ENERGI AS;Møre og Romsdal;Ørsta;EL 3
Godkjent;Vannkraft;Ugedal;1,67;1666;138,8;0,60000002;20.03.2006;Nei;;1,67;ja;17.10.2012;29.10.2012;15.01.2022;UGEDAL ENERGI AS;Trøndelag;Åfjord;EL 3
Godkjent;Vannkraft;Bjørheimsbygd;3,53;3528;294;0,89999997;17.02.2006;Nei;;3,53;ja;17.10.2012;29.10.2012;15.12.2021;BJØRHEIMSBYGD KRAFTVERK AS;Rogaland;Strand;EL 2
Godkjent;Vannkraft;Bordalsbekken;5,9;5900;491,7;1,89999997;31.08.2012;Ja;5,9;;ja;23.10.2012;05.11.2012;05.11.2027;HAUGALAND KRAFT AS;Rogaland;Tysvær;EL 2
Godkjent;Vannkraft;Embla;16,5;16500;1375;4,90000009;15.08.2012;Ja;16,5;;ja;30.10.2012;12.11.2012;12.11.2027;EMBLA KRAFT AS;Møre og Romsdal;Stranda;EL 3
Godkjent;Vannkraft;Gryte I;3,72;3724;310,3;0,95599997;19.12.2006;Nei;;3,72;ja;12.11.2012;19.11.2012;06.11.2022;GRYTE KRAFT AS;Rogaland;Suldal;EL 2
Godkjent;Vannkraft;Hindbergelva;1,76;1764;147;0,52999997;09.01.2009;Nei;;1,76;ja;23.11.2012;03.12.2012;11.12.2024;SØRSIDA KRAFT AS;Trøndelag;Inderøy;EL 3
Godkjent;Vannkraft;Glutra;3;3000;250;0,85000002;03.08.2009;Nei;;3;ja;23.11.2012;03.12.2012;05.07.2025;GLUTRA KRAFT AS;Møre og Romsdal;Rauma;EL 3
Godkjent;Vannkraft;Ølselva;1,62;1617;134,8;0,56;09.04.2010;Nei;;1,62;ja;12.12.2012;24.12.2012;01.04.2026;ØLSELVA KRAFTVERK AS;Rogaland;Vindafjord;EL 2
Godkjent;Vannkraft;Tesra;0,69;688,8;57,4;0,21999999;12.09.2011;Nei;;0,69;ja;14.12.2012;30.07.2012;10.04.2027;TESRA KRAFT SA;Møre og Romsdal;Vanylven;EL 3
Godkjent;Vannkraft;Vollabekken;2,9;2900;241,7;1;28.03.2012;Ja;2,9;;ja;19.12.2012;31.12.2012;31.12.2027;VOLLAKRAFT AS;Trøndelag;Indre Fosen;EL 3
Godkjent;Vannkraft;Sundsfjord;0,5;495,4;41,3;96;01.02.1961;Nei;;0,5;nei;20.12.2012;31.12.2012;30.06.2027;SKS PRODUKSJON AS;Nordland;Gildeskål;EL 4
Godkjent;Vannkraft;Laksen;22,28;22281,3;1856,8;4,94899988;09.01.2012;Ja;22,28;;ja;20.12.2012;31.12.2012;31.12.2027;HELGELANDSKRAFT AS;Nordland;Vefsn;EL 4
Godkjent;Vannkraft;Misfjord;4;4000;333,3;1,39999997;21.11.2012;Ja;4;;ja;04.01.2013;14.01.2013;14.01.2028;MISFJORD KRAFT AS;Møre og Romsdal;Vestnes;EL 3
Godkjent;Vannkraft;Strandjordselva;2,45;2450;204,2;0,75;31.10.2005;Nei;;2,45;ja;10.01.2013;21.01.2013;20.11.2021;STRANDJORDSELVA MINIKRAFTVERK AS;Nordland;Rana;EL 4
Godkjent;Vannkraft;Kvina;0,78;784;65,3;0,31999999;16.10.2006;Nei;;0,78;ja;01.02.2013;11.02.2013;26.11.2022;KVINA MINIKRAFTVERK AS;Nordland;Lurøy;EL 4
Godkjent;Vannkraft;Herjåa;1,5;1500;125;0,328;17.07.2012;Ja;1,5;;ja;07.02.2013;18.02.2013;18.02.2028;HERJÅA KRAFT AS;Trøndelag;Midtre Gauldal;EL 3
Godkjent;Vannkraft;Tapstad;0,65;646,8;53,9;0,09;19.10.2005;Nei;;0,65;ja;12.02.2013;25.02.2013;13.12.2021;TAPSTAD KRAFTVERK Jantti;Nordland;Bodø;EL 4
Godkjent;Vannkraft;Bjordal II;0,54;535,1;44,6;0,14;15.06.2009;Nei;;0,54;ja;20.02.2013;04.03.2013;17.08.2025;JENS DOMINICUS NAGELL BJORDAL;Rogaland;Vindafjord;EL 2
Godkjent;Vannkraft;Marvik;2,16;2156;179,7;0,78600001;14.10.2008;Nei;;2,16;ja;04.04.2013;15.04.2013;27.01.2025;FOSSEKALLEN KRAFT AS;Rogaland;Suldal;EL 2
Godkjent;Vannkraft;Sildhopen;3,43;3430;285,8;0,5;11.02.2010;Nei;;3,43;ja;12.04.2013;22.04.2013;03.06.2026;SMOLTEN AS;Nordland;Sørfold;EL 4
Godkjent;Vannkraft;Ågskar;5,98;5978;498,2;2,40000009;06.07.2011;Nei;;5,98;ja;26.04.2013;06.05.2013;09.11.2027;ÅGSKARKRAFT AS;Nordland;Rana;EL 4
Godkjent;Vannkraft;Jøssang;7,45;7452;621;34;09.12.2010;Nei;;7,45;nei;14.05.2013;01.04.2013;31.05.2027;JØRPELAND KRAFT AS;Rogaland;Strand;EL 2
Godkjent;Vannkraft;Øvstedal;4,3;4300;358,3;1,23500001;08.11.2012;Ja;4,3;;ja;27.05.2013;10.06.2013;10.06.2028;ØVSTEDAL KRAFT AS;Møre og Romsdal;Vestnes;EL 3
Godkjent;Vannkraft;Kvalvaag;1,67;1666;138,8;0,5;22.04.2010;Nei;;1,67;ja;30.05.2013;10.06.2013;30.09.2026;KVALVAAG VANN OG KRAFT AS;Møre og Romsdal;Gjemnes;EL 3
Godkjent;Vannkraft;Vatne;0,72;719,8;60;3;01.10.1987;Nei;;0,72;nei;06.06.2013;17.06.2013;11.10.2026;TUSSA ENERGI AS;Møre og Romsdal;Ørsta;EL 3
Godkjent;Vannkraft;Dalen 1;0,31;314,3;26,2;4,90000009;17.08.2010;Nei;;0,31;nei;06.06.2013;17.06.2013;16.08.2027;JØRPELAND KRAFT AS;Rogaland;Strand;EL 2
Godkjent;Vannkraft;Maribu;0,49;490;40,8;0,09;16.06.2008;Nei;;0,49;ja;11.06.2013;24.06.2013;08.12.2024;NORDMARK TORBJØRN TØMMERMANN;Rogaland;Suldal;EL 2
Godkjent;Vannkraft;Tjørn I;0,78;784;65,3;0,155;08.01.2011;Nei;;0,78;ja;12.06.2013;24.06.2013;02.07.2027;KNUT ESPENES;Rogaland;Sokndal;EL 2
Godkjent;Vannkraft;Tjørn II;0,25;245;20,4;0,045;08.01.2011;Nei;;0,25;ja;13.06.2013;24.06.2013;02.07.2027;KNUT ESPENES;Rogaland;Sokndal;EL 2
Godkjent;Vannkraft;Grytåga;3,97;3970,2;330,8;48;11.10.1963;Ja;3,97;;nei;20.06.2013;01.07.2013;01.07.2028;HELGELANDSKRAFT AS;Nordland;Vefsn;EL 4
Godkjent;Vannkraft;Sønnå H;32,29;32287,3;2690,6;212,3999939;11.07.2008;Nei;;32,29;nei;20.06.2013;01.07.2013;07.02.2028;Aktieselskabet Saudefaldene;Rogaland;Sauda;EL 2
Godkjent;Vannkraft;Bele;8,47;8467,2;705,6;2,90000009;19.01.2013;Ja;8,47;;nei;28.06.2013;08.07.2013;08.07.2028;BELE KRAFT AS;Møre og Romsdal;Surnadal;EL 3
Godkjent;Vannkraft;Gangsbekken;0,15;147;12,3;0,09;25.05.2007;Nei;;0,15;ja;22.03.2013;01.04.2013;24.08.2023;ØRTFJELL KRAFT DA;Nordland;Rana;EL 4
Godkjent;Vannkraft;Hynna;13,23;13230;1102,5;4,5300002;07.05.2013;Ja;13,23;;ja;15.08.2013;26.08.2013;26.08.2028;HYNNA KRAFT AS;Trøndelag;Tydal;EL 3
Godkjent;Vannkraft;Hurunda;0,98;980;81,7;0,25;11.09.2006;Nei;;0,98;ja;16.08.2013;26.08.2013;07.05.2023;HURUNDA KRAFT AS;Trøndelag;Rennebu;EL 3
Godkjent;Vannkraft;Sjølset;1,47;1470;122,5;0,55000001;21.12.2009;Nei;;1,47;ja;16.08.2013;26.08.2013;16.08.2026;SJØLSETKRAFT AS;Møre og Romsdal;Sunndal;EL 3
Godkjent;Vannkraft;Hole;0,88;882;73,5;0,236;24.04.2013;Ja;0,88;;ja;20.08.2013;02.09.2013;02.09.2028;HOLE KRAFT AS;Møre og Romsdal;Stranda;EL 3
Godkjent;Vannkraft;Svartvatn;5,48;5478,8;456,6;1,78999996;27.11.2012;Ja;5,48;;ja;12.09.2013;23.09.2013;23.09.2028;HELGELANDSKRAFT AS;Nordland;Brønnøy;EL 4
Godkjent;Vannkraft;Skipelva;1,9;1900;158,3;0,37999999;27.04.2011;Nei;;1,9;ja;30.09.2013;14.10.2013;08.02.2028;SKIPELVA KRAFTVERK AS;Trøndelag;Osen;EL 3
Godkjent;Vannkraft;Bjordal;0,59;588;49;0,09899999;18.11.2004;Nei;;0,59;ja;15.10.2013;28.10.2013;15.09.2021;JENS DOMINICUS NAGELL BJORDAL;Rogaland;Vindafjord;EL 2
Godkjent;Vannkraft;Urdsdalselva;8,4;8400;700;2,79999995;15.05.2012;Ja;8,4;;ja;27.11.2013;09.12.2013;09.12.2028;NORSK GRØNNKRAFT AS;Nordland;Vefsn;EL 4
Godkjent;Vannkraft;Usma;30,5;30500;2541,7;9,97999954;21.10.2013;Ja;30,5;;ja;20.12.2013;30.12.2013;30.12.2028;USMA KRAFT AS;Trøndelag;Selbu;EL 3
Godkjent;Vannkraft;Steinåga;23,5;23500;1958,3;5,40000009;02.11.2013;Ja;23,5;;ja;25.02.2014;10.03.2014;10.03.2029;SJØFOSSEN ENERGI AS;Nordland;Beiarn;EL 4
Godkjent;Vannkraft;Skinvik;5,4;5400;450;1,20000004;28.10.2008;Nei;;5,4;ja;25.02.2014;10.03.2014;05.01.2026;SKINVIK KRAFTVERK AS;Møre og Romsdal;Volda;EL 3
Godkjent;Vannkraft;Berild;3,15;3148;262,3;15,89999961;27.09.1999;Ja;3,15;;nei;26.02.2014;10.03.2014;10.03.2029;RAUMA ENERGI AS;Møre og Romsdal;Rauma;EL 3
Godkjent;Vannkraft;Forsanvatn;34,79;34790;2899,2;8,80000019;04.06.2013;Ja;34,79;;ja;28.02.2014;10.03.2014;10.03.2029;NORD-SALTEN KRAFT AS;Nordland;Steigen;EL 4
Godkjent;Vannkraft;Heimerdalen;1;1000;83,3;0,25;11.12.2009;Nei;;1;ja;28.02.2014;10.03.2014;18.02.2027;LOFOTKRAFT PRODUKSJON AS;Nordland;Vestvågøy;EL 4
Godkjent;Vannkraft;Forsanvatn minikraftverk;2,98;2979;248,3;0,72299998;12.06.2013;Ja;2,98;;ja;17.03.2014;31.03.2014;31.03.2029;NORD-SALTEN KRAFT AS;Nordland;Steigen;EL 4
Godkjent;Vannkraft;Gjerdsvika;0,13;132,1;11;4;01.01.1954;Ja;0,13;;nei;04.04.2014;14.04.2014;14.04.2029;TUSSA ENERGI AS;Møre og Romsdal;Sande;EL 3
Godkjent;Vannkraft;Nordfjordbekkan;0,59;588;49;0,20999999;10.12.2007;Nei;;0,59;ja;28.05.2014;09.06.2014;18.05.2025;EGIL HERMANN JOHANSEN;Nordland;Rana;EL 4
Godkjent;Vannkraft;Istad;6,29;6288;524;4,80000019;01.01.1919;Ja;6,29;;nei;18.03.2014;31.03.2014;31.03.2029;ISTAD KRAFT AS;Møre og Romsdal;Molde;EL 3
Godkjent;Vannkraft;Åsgårdselva;0,49;490;40,8;0,22699999;26.02.2007;Nei;;0,49;ja;19.06.2014;30.06.2014;25.08.2024;NORDMØRE ENERGIVERK AS;Møre og Romsdal;Aure;EL 3
Godkjent;Vannkraft;Riksheim;3,86;3857,1;321,4;5,30000019;10.10.2013;Ja;3,86;;nei;25.06.2014;07.07.2014;07.07.2029;SYKKYLVEN ENERGI AS;Møre og Romsdal;Sykkylven;EL 3
Godkjent;Vannkraft;Leirelva;14,4;14400;1200;4,59000015;18.12.2013;Ja;14,4;;ja;25.06.2014;07.07.2014;07.07.2029;LEIRSKARKRAFT AS;Nordland;Hemnes;EL 4
Godkjent;Vannkraft;Tverråga;9,1;9100;758,3;2,90000009;30.01.2014;Ja;9,1;;ja;01.07.2014;14.07.2014;14.07.2029;LEIRSKARKRAFT AS;Nordland;Hemnes;EL 4
Godkjent;Vannkraft;Snefjellå;7,45;7448;620,7;2,70000004;15.06.2014;Ja;7,45;;ja;09.07.2014;21.07.2014;21.07.2029;SNEFJELLÅKRAFT AS;Nordland;Rana;EL 4
Godkjent;Vannkraft;Hatlemark;0,7;700;58,3;0,215;20.10.2009;Nei;;0,7;ja;15.10.2014;27.10.2014;16.08.2027;SYKKYLVEN PRODUKTER John Kåre Aarsnes;Møre og Romsdal;Sykkylven;EL 3
Godkjent;Vannkraft;Reppa;1,08;1075,3;89,6;10;16.11.1956;Ja;1,08;;nei;04.11.2014;17.11.2014;17.11.2029;RØDØY-LURØY KRAFTVERK AS;Nordland;Rødøy;EL 4
Godkjent;Vannkraft;Seterkraft;14,5;14500;1208,3;4,73999977;25.05.2014;Ja;14,5;;ja;10.09.2014;22.09.2014;22.09.2029;SETERKRAFT AS;Møre og Romsdal;Sunndal;EL 3
Godkjent;Vannkraft;Haukland;3,27;3267;272,3;4,90000009;06.08.1949;Ja;3,27;;nei;07.11.2014;17.11.2014;17.11.2029;DALANE ENERGI IKS;Rogaland;Lund;EL 2
Godkjent;Vannkraft;Bruelva;2,65;2646;220,5;1;01.10.2014;Ja;2,65;;ja;04.12.2014;08.12.2014;08.12.2029;TUSSA ENERGI AS;Møre og Romsdal;Vanylven;EL 3
Godkjent;Vannkraft;Vestre Neset;4,25;4250;354,2;1,46399998;20.08.2014;Ja;4,25;;ja;16.12.2014;29.12.2014;29.12.2029;NESET KRAFT AS;Rogaland;Lund;EL 2
Godkjent;Vannkraft;Siso;3,76;3757;313,1;180;07.09.1968;Ja;3,76;;nei;18.12.2014;29.12.2014;29.12.2029;SISO ENERGI AS;Nordland;Sørfold;EL 4
Godkjent;Vannkraft;Råfossen;1,72;1715;142,9;0,34599998;11.11.2008;Nei;;1,72;ja;23.01.2015;02.02.2015;14.12.2026;RÅFOSSEN KRAFTVERK AS;Trøndelag;Midtre Gauldal;EL 3
Godkjent;Vannkraft;Laugaland;0,59;588;49;0,075;20.11.2006;Nei;;0,59;ja;25.03.2014;07.04.2014;25.02.2024;LAUGALAND KRAFT AS;Rogaland;Hjelmeland;EL 2
Godkjent;Vannkraft;Reinåga;12,8;12800;1066,7;3,91000008;21.11.2014;Ja;12,8;;ja;17.02.2015;02.03.2015;02.03.2030;SMÅKRAFT AS;Nordland;Hemnes;EL 4
Godkjent;Vannkraft;Stublielva;8,3;8300;691,7;3;11.11.2014;Ja;8,3;;ja;11.03.2015;23.03.2015;23.03.2030;SMÅKRAFT AS;Nordland;Narvik;EL 4
Godkjent;Vannkraft;Bog;0,38;382,2;31,9;0,09;19.11.2008;Nei;;0,38;ja;16.03.2015;30.03.2015;16.02.2027;BOG KRAFT AS;Rogaland;Suldal;EL 2
Godkjent;Vannkraft;Erfjord;0,16;160;13,3;0,045;25.08.2008;Nei;;0,16;ja;27.04.2015;04.05.2015;27.12.2026;ERFJORD MIKROKRAFTVERK;Rogaland;Suldal;EL 2
Godkjent;Vannkraft;Skogelva;1,7;1700;141,7;0,41999998;25.02.2015;Ja;1,7;;ja;06.05.2015;18.05.2015;18.05.2030;SKOGELVA KRAFTVERK AS;Trøndelag;Steinkjer;EL 3
Godkjent;Vannkraft;Kaldåna;8,7;8700;725;2,99;17.12.2014;Ja;8,7;;ja;05.06.2015;15.06.2015;15.06.2030;KALDÅNA KRAFT AS;Rogaland;Suldal;EL 2
Godkjent;Vannkraft;Langli;1,32;1323;110,3;1,20000004;01.01.1944;Ja;1,32;0;nei;10.06.2015;22.06.2015;22.06.2030;ISTAD KRAFT AS;Møre og Romsdal;Molde;EL 3
Godkjent;Vannkraft;Herje;13,8;13800;1150;4,40000009;28.05.2015;Ja;13,8;;ja;09.07.2015;20.07.2015;20.07.2030;RAUMA ENERGI AS;Møre og Romsdal;RAUMA;EL 3
Godkjent;Vannkraft;Tjøstheim;12;12000;1000;4,15999984;25.11.2005;Nei;;12;ja;07.01.2016;31.01.2016;25.12.2024;TJØSTHEIM KRAFT AS;Rogaland;SULDAL;EL 2
Godkjent;Vannkraft;Ølmedal;14,3;14300;1191,7;4,30000019;10.02.2010;Nei;;14,3;ja;07.01.2016;31.01.2016;12.03.2029;ØLMEDAL KRAFT AS;Rogaland;VINDAFJORD;EL 2
Godkjent;Vannkraft;Furset;15;15000;1250;4,9499998;01.05.2007;Nei;;15;ja;07.01.2016;31.01.2016;31.05.2026;STRANDA ENERGI AS;Møre og Romsdal;STRANDA;EL 3
Godkjent;Vannkraft;Rødne;35,28;35280;2940;9;26.04.2006;Nei;;35,28;ja;07.01.2016;31.01.2016;26.05.2025;HAUGALAND KRAFT AS;Rogaland;VINDAFJORD;EL 2
Godkjent;Vannkraft;Urlandåga;6,47;6468;539;1,60000002;10.01.2005;Nei;;6,47;ja;07.01.2016;31.01.2016;10.02.2024;SMÅKRAFT AS;Nordland;HEMNES;EL 4
Godkjent;Vannkraft;Kistafossen;6;6000;500;1,60000002;06.03.2008;Nei;;6;ja;07.01.2016;31.01.2016;06.04.2027;SMÅKRAFT AS;Nordland;RØDØY;EL 4
Godkjent;Vannkraft;Reingardsåga;7,3;7300;608,3;2,40000009;19.06.2009;Nei;;7,3;ja;07.01.2016;31.01.2016;19.07.2028;SMÅKRAFT AS;Nordland;RANA;EL 4
Godkjent;Vannkraft;Rendalselva;7,8;7800;650;2,79999995;24.05.2010;Nei;;7,8;ja;07.01.2016;31.01.2016;23.06.2029;RENDALSELVA KRAFTVERK AS;Nordland;MELØY;EL 4
Godkjent;Vannkraft;Gautvella;5;5000;416,7;1,72000002;13.07.2007;Nei;;5;ja;07.01.2016;31.01.2016;12.08.2026;GAUTVELLA KRAFTVERK AS;Trøndelag;Rennebu;EL 3
Godkjent;Vannkraft;Imsland;18,2;18200;1516,7;5;05.05.2010;Nei;;18,2;ja;07.01.2016;31.01.2016;04.06.2029;IMSLAND KRAFT AS;Rogaland;Vindafjord;EL 2
Godkjent;Vannkraft;Steine;6,46;6459,7;538,3;1,89999997;10.04.2006;Nei;;6,46;ja;07.01.2016;31.01.2016;10.05.2025;STEINE KRAFT AS;Rogaland;SULDAL;EL 2
Godkjent;Vannkraft;Øyadalen;9;9000;750;2;10.11.2008;Nei;;9;ja;11.01.2016;31.01.2016;11.12.2027;ØYADALEN KRAFTVERK AS;Møre og Romsdal;ØRSTA;EL 3
